,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_Size_High,Outlet_Size_Medium,Item_Outlet_Sales
12,15.1,0.1000135,6,145.4786,14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.371655696463161
13,17.6,0.047257328,13,119.6782,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.671457656629242
14,16.35,0.0680243,6,196.4426,26,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.590056858053727
15,9.0,0.069088961,2,56.3614,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.344925234443442
16,11.8,0.008596051,8,115.3492,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.391963050071823
17,9.0,0.069196376,2,54.3614,14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.578415029173322
18,12.857645184135976,0.034237682,7,113.2834,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7.742691910349596
19,13.35,0.10249212,4,230.5352,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.919146132236254
20,18.85,0.138190277,13,250.8724,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.236443302429764
21,12.857645184135976,0.035399923,0,144.5444,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.310179649231715
22,14.6,0.025698134,9,196.5084,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.37039888961736
23,12.857645184135976,0.057556998,0,107.6938,28,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.372439195748607
24,13.85,0.025896485,5,165.021,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.31361326825195
25,13.0,0.099887103,9,45.906,6,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.733292362029665
26,7.645,0.066693437,13,42.3112,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.9719312344007
27,11.65,0.019356132,7,39.1164,26,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.736350337363997
28,5.925,0.161466534,4,45.5086,15,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.189809681521668
29,12.857645184135976,0.072221801,3,43.6454,28,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.842896490217898
30,19.25,0.170348551,4,55.7956,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.10465251718005
31,18.6,0.080829372,8,96.4436,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.916721595888904
32,18.7,0.066132028778951,13,256.6672,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.029109139987389
33,17.85,0.066132028778951,1,93.1436,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.685015089220353
34,17.5,0.097904029,14,174.8738,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.6431405389407
35,10.0,0.089291137,8,146.7102,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.240666057319922
36,12.857645184135976,0.059511812,6,128.0678,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.936907301237016
37,8.85,0.113123893,14,122.5388,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7.384551039392579
38,12.857645184135976,0.123111453,13,36.9874,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5.96399416759279
39,12.857645184135976,0.026480954,13,87.6198,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.687765700560121
40,13.35,0.102511504,4,230.6352,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.142216938353288
41,9.8,0.02681843,10,126.002,26,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.673936355081979
42,13.6,0.117818348,13,192.9136,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.835332794792717
43,21.35,0.069102831,3,259.9278,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.820185875977355
44,12.15,0.042277867,3,126.5046,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5.925628651410538
45,6.42,0.089498926,4,178.1002,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.88388045001317
46,19.6,0.066132028778951,8,153.3024,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.795580032065621
47,10.0,0.025879577,3,265.2226,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.668384731590896
48,15.85,0.121632721,0,60.622,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.85463185832182
49,12.857645184135976,0.255394896,4,196.8794,28,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.66098172530728
50,7.39,0.067779712,8,143.8812,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.050571485017242
51,10.195,0.159803853,5,141.5154,26,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.747460227774114
52,9.895,0.028696932,3,117.0492,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.699431864910897
53,10.895,0.065041581,6,196.3794,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.04631570847155
54,12.15,0.028760013,9,151.4708,6,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.479712608158346
55,7.905,0.010053105,13,249.0408,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.741858783837994
56,9.195,0.048157338,9,106.1622,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.658342722547712
57,8.365,0.071958197,7,38.0506,14,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.682061729183589
58,15.1,0.173481304,13,194.511,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.499288861213493
59,12.857645184135976,0.061082177,3,180.0344,28,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.794779171512263
60,10.0,0.066132028778951,6,246.9144,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.066580245806012
61,7.97,0.040071131,10,87.3514,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.969430454655927
62,12.857645184135976,0.012090074,6,38.2848,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.185596090661295
63,12.857645184135976,0.15028599,5,51.0692,28,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.002654196363512
64,12.857645184135976,0.026015519,13,255.8356,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.841632851776647
65,17.7,0.195068226,13,185.4266,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.222659116411064
66,19.35,0.033082215,10,172.5738,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.490164464233796
67,13.65,0.078946455,4,186.024,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.0206767385268405
68,17.6,0.041700756,14,164.8526,11,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.742113959496482
69,8.645,0.143422643,8,95.841,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.614983356759096
70,15.6,0.105296072,13,170.1764,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.142216938353288
71,15.85,0.121531501,0,59.222,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.397296254677018
72,18.25,0.066132028778951,15,164.7526,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.435044040080516
73,7.855,0.011324862,3,189.6188,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.734570042892227
74,7.825,0.186357148,9,254.3698,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.627255046439146
75,8.39,0.024205661,5,114.0176,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.7368973153479965
76,12.85,0.033230816,13,172.3422,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.09680034888645
77,12.857645184135976,0.113720344,0,89.9804,28,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.467951489188129
78,19.0,0.112556507,5,104.9622,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.370818000764178
79,5.905,0.066132028778951,3,222.5456,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.57661132571922
80,7.76,0.059352241,13,101.87,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.437671511913667
81,11.8,0.014087057,5,180.3344,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.264362860652083
82,16.75,0.045230944,13,187.9556,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.454229962187917
83,12.857645184135976,0.293417759,9,194.6136,28,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.370313226611205
84,12.857645184135976,0.031382044,0,171.3764,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.036888754547524
85,15.5,0.12639886,6,177.0028,6,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.8161909202534385
86,6.055,0.025403898,6,160.992,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.907454371437515
87,12.857645184135976,0.039057677,2,155.963,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.097646298741116
88,6.305,0.123115764,13,95.6436,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.496481131025555
89,20.85,0.039624006,10,117.2808,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.329323631078592
90,20.75,0.040421193,6,122.173,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.914904725472544
91,8.895,0.105274111,4,39.9138,14,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.538768569625618
92,19.6,0.033970195,14,55.1614,11,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.23167404953173
93,19.7,0.053212652,6,57.893,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.435385652972204
94,9.8,0.024378706,8,114.5492,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.150969029635072
95,12.857645184135976,0.009714595,5,120.0414,28,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.19106430568552
96,12.15,0.131383762,5,246.046,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.116986501082949
97,8.75,0.07461309,6,187.4556,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.231139658839913
98,12.857645184135976,0.028459761,9,149.9708,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.38129401494555
99,8.75,0.074627201,6,187.8556,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.18181184438651
100,13.3,0.063695084,5,151.0708,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.499229359226499
101,12.857645184135976,0.045797829,13,178.5344,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.957159956361889
102,8.31,0.115857223,13,179.1028,14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.26802943164612
103,16.75,0.024832806,14,38.7822,26,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.505481174203127
104,19.75,0.034027909,13,212.0902,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.066789188471217
105,17.1,0.0467696,3,141.1838,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.718125694094618
106,10.5,0.116576702,0,163.121,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.49294468503679
107,6.635,0.066132028778951,0,121.3098,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.836648583780151
108,12.857645184135976,0.278974075,14,225.372,28,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.522263371856928
109,14.15,0.035913805,14,41.4138,26,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.701070535331195
110,13.3,0.079806266,4,232.53,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.551208898207379
111,8.89,0.005505481,5,102.4016,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.913317338898384
112,12.857645184135976,0.064625342,10,176.937,28,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.178615616335596
113,12.857645184135976,0.071636937,13,121.7098,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.318335633448633
114,9.1,0.066132028778951,1,173.2054,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.056077055144213
115,7.5,0.032677678,5,239.0906,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.690013924646816
116,16.85,0.160760054,5,192.4478,6,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.48563957084695
117,7.485,0.06911065,13,109.0228,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.841109360342663
118,11.6,0.041177505,14,140.3154,6,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.845289638628091
119,11.65,0.040081193,13,227.0694,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7.041277796567277
120,13.0,0.035307322,9,47.5034,6,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.524219358965493
121,12.65,0.063017847,14,159.0578,11,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.6434596197912
122,20.25,0.171938781,3,92.512,15,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.233373429907372
123,8.6,0.040197932,3,190.153,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.018641269991644
124,12.6,0.049058014,1,62.7194,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.7660437774509
125,17.7,0.01161096,5,95.041,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.768342625598476
126,14.15,0.183507295,14,82.4276,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.037191397406722
127,19.25,0.102349519,4,52.7956,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.834243498301724
128,8.88,0.086708987,7,151.7682,26,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.637704851497861
129,20.5,0.032835147,9,40.2822,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.562556516752542
130,12.857645184135976,0.033809913,3,180.5976,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.98335123587009
131,13.5,0.07266912,9,160.292,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.271792653591673
132,12.857645184135976,0.144338493,8,224.4404,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.85041047929178
133,8.89,0.009163216,5,101.7016,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4.626947333224356
134,7.855,0.011307038,3,188.5188,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6.859713534676676
135,7.235,0.076855628,9,116.0492,16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.586010320042112
136,12.857645184135976,0.059956876,15,165.4526,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.568548291893752
137,6.92,0.038532062,4,60.5852,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.18181184438651
138,9.3,0.043209581,6,90.8172,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.284699672780699
139,18.5,0.056816465,11,132.1284,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.578433892287147
140,8.02,0.019866705,9,154.5972,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.246492662505686
141,9.195,0.048331717,9,105.1622,6,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.435317186555804
142,12.8,0.091221855,11,105.5938,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.670837020833312
143,16.6,0.027622076,9,177.6344,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.892644778027672
144,14.0,0.066132028778951,5,53.064,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.809577792379763
145,18.6,0.039355947,5,246.3802,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.905363740394149
146,16.0,0.060836524,15,226.8404,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.748643140888198
147,17.6,0.082316506,8,160.692,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.377083680312805
148,21.25,0.155350299,13,178.237,9,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.273463626903626
149,7.235,0.076841095,9,117.5492,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.586010320042112
150,14.6,0.151419185,14,50.3692,6,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.942787617743714
151,13.85,0.026001976,5,161.521,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7.49294468503679
152,13.65,0.073209447,5,197.6426,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7.926384669299209
153,12.857645184135976,0.041683481,14,31.29,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6.802205856593669
154,7.365,0.042560252,6,226.172,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.061552479860703
155,18.35,0.014081156,9,223.5746,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8.186184211991133
156,5.465,0.066132028778951,0,132.5626,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5.573389770240024
157,18.6,0.152918384,2,99.8358,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.5554762359746785
158,13.85,0.030969274,14,140.9154,6,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.440020307440113
159,14.0,0.060376776,5,154.5656,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.812964679062614
160,14.0,0.04192285,13,54.764,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.194887200128437
161,12.857645184135976,0.077367431,6,97.0094,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.501070300985557
162,5.905,0.045838211,3,222.5456,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.106720767601526
163,7.27,0.071077939,14,114.2518,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.870773630394549
164,6.155,0.094659871,10,214.556,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.926865380535816
165,19.5,0.077608838,14,233.4958,6,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.589700514643262
166,15.2,0.021327477,3,216.8824,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.951549190258762
167,12.15,0.042485444,3,125.0046,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7.463973530392659
168,12.857645184135976,0.025578526,9,198.8084,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.622712030540242
169,12.6,0.0489808,1,61.9194,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6.4300323323209385
170,14.5,0.019471688,11,164.821,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.65991307366622
171,16.6,0.122918852,6,173.0738,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.249058445700365
172,11.8,0.057373797,10,151.4366,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.216143540982984
173,13.1,0.044155597,6,178.8318,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.286647209592282
174,17.7,0.291865402,6,115.1834,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.848027685481126
175,17.85,0.066132028778951,1,196.5794,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6.37372619162615
176,12.3,0.064750025,15,92.6804,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.919371943502174
177,11.8,0.098312421,8,81.4618,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.088359007287065
178,12.857645184135976,0.191013663,14,42.1112,28,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.775313998100727
179,11.1,0.176573035,0,157.4604,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.010275787267753
180,12.857645184135976,0.060134441,5,153.0656,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.7036990484697
181,11.3,0.007294652,10,198.1426,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.897415002109901
182,12.857645184135976,0.128478462,8,117.944,28,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.483501488955468
183,5.75,0.075107656,4,112.8176,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.2263625983054
184,12.857645184135976,0.049381406,0,226.8062,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.463967547031883
185,11.35,0.045165796,13,100.0016,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6.920687298793248
186,12.857645184135976,0.09415375,6,165.7526,28,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.490435784456965
187,14.0,0.028907832,8,130.431,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.659275970804608
188,19.75,0.018059621,5,179.766,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.757033177798801
189,6.525,0.090436094,9,85.0882,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.711590697648821
190,10.3,0.146399712,10,103.9648,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.416280338478307
191,5.78,0.074264356,13,264.7568,14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.465230704748418
192,11.85,0.050186726,6,164.1526,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.0473813517777
193,16.35,0.020631654,6,50.1324,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6.149304698172492
