,Unnamed: 0,Item_Outlet_Sales,Item_Weight,Item_Visibility,log_Item_MRP,log_Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Item_Type_0,Item_Type_1,Item_Type_2,Item_Type_3,Item_Type_4,Item_Type_5,Item_Type_6,Item_Type_7,Item_Type_8,Item_Type_9,Item_Type_10,Item_Type_11,Item_Type_12,Item_Type_13,Item_Type_14,Type1_Tear1,Type1_Tear2
411,411,6.56818240033484,-0.5579068812820579,-0.0837397283578105,1.2304062870147752,0.2454064247743259,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,412,8.369169867609529,1.1222182214077605,-1.2757795153263205,0.6315931934446396,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,413,6.258283107223997,1.5363335636200397,-0.761714032810096,0.6450496231791187,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
414,414,6.722132438944199,0.6726072784344285,1.855808853805586,-1.4132694105423624,0.3515008370257634,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
415,415,7.360287162315832,1.2405368906112688,2.2315414097225745,0.414610048826996,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
416,416,7.785113064294233,-0.6300812694961979,-1.0789280286866891,1.241046608115626,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,417,4.44136572466589,0.0,-1.042244374964701,-2.0838417016835957,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,418,6.739613985339597,-1.4677774474570369,-1.091949786872863,0.9979942510250184,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
419,419,7.986563692353288,1.4535104951775837,-0.8837826210790747,0.0330043565880028,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
420,420,5.678876205909646,-1.36838976532609,-0.6656092500581711,-0.4654956169831677,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,421,8.089714594658016,0.0691820654965362,-0.6866605278833385,0.7074342101916749,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
422,422,8.136387719744981,1.713811567425302,-0.9797826204750192,1.135608096748543,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
423,423,8.635096824244934,1.7729709020270563,-0.0837397283578105,1.3730427504727252,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424,424,8.808213834633479,1.4180148944165314,-0.3709097032354613,0.7988913838220154,0.1324626032293418,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
425,425,8.638287184244,0.8264215483989897,-0.1580870952110046,1.1381586863091302,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
426,426,8.506044272543347,-0.3685970105564444,-1.2906356285463885,0.8588298147088054,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,427,8.050783799155077,1.0985544875670583,-1.1200480377634576,0.7213910237328768,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,428,6.682061729183589,1.2168731567705668,1.4929593366172067,-0.6821065601408138,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
429,429,6.745112812442211,-1.1648816542960556,-1.0878907911192572,-1.683111607619906,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
430,430,3.6792431739416895,0.0,1.5055718303424943,-2.2895123635500827,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,8.5168921060946,1.7493071681863543,-1.1944957812251722,0.7418512254343508,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
432,432,6.379388708391441,0.6252798107530253,1.7841888862765083,0.3345643323468191,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
433,433,5.923849297692414,0.0,-0.1809712508032504,-0.5896430350268002,1.2861568520377415,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,434,5.050697960399796,0.0,3.9785930113805863,0.4170953830422209,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,435,8.019517789887482,0.5897842099919727,-1.0238965980012529,1.0603268095787468,1.16110210436875,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
436,436,7.37039888961736,-0.6525618166448647,-0.3197165810553578,0.8970788729738747,0.3515008370257634,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
437,437,6.533942314527302,0.9092446168414452,-0.3630674887182119,-0.1542360942441523,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
438,438,7.565528306880229,1.8557939704695117,-0.4646862314145907,1.0198777443097855,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
439,439,8.18914635323252,0.7435984799565336,-0.1931936229834785,1.110450976876286,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,7.688070857536602,0.2703238031425003,-0.5934144205616231,0.7017954898512911,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,441,8.140083501579308,-0.0018091360255688,-0.9768291332398384,0.7088481544257901,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
442,442,6.436452886708705,1.8912895712305648,-0.2797197051108361,-0.3223452805483413,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,443,7.665858018707206,-0.1201278052290772,1.9283139708863315,-0.0719370400956924,0.1324626032293418,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
444,444,8.13228695399189,-1.421633166467669,-0.9691874371753008,1.4091677648111651,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445,445,7.1629048105111,-0.6052343489634611,-0.8802692086853442,-0.4081886281382109,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
446,446,3.9435371762433022,0.0,1.4723850928681217,-1.755188055984066,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,447,6.674524017378636,-0.9661062900341616,-0.0837397283578105,-1.8993661074404269,1.16110210436875,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,448,8.054809226654363,1.4180148944165314,-1.108252349481991,0.0616704599468538,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
449,449,7.819139192087085,0.0,-1.1491540103162792,-1.5008827347578868,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,450,7.039528526975749,0.4714655407884643,0.4766557185148013,0.2285380153601536,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,451,7.505108482726854,1.8084665027881084,-1.0466775500923071,-0.7504800363088074,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
452,452,5.302010538385654,-1.1873622014447225,1.721566971442831,-1.6685374438439082,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,6.887272940734799,1.276032491372321,0.3855460878084994,0.8637195973550387,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
454,454,7.895128324604298,-0.6052343489634611,-1.2125149483923827,-0.7171237204498188,1.16110210436875,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
455,455,7.971969892925876,-0.0846322044680246,0.6813753333937503,0.5838877594240767,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
456,456,9.122500906761577,0.0,0.3861938693074269,1.4011041226177874,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,457,7.579909644253083,1.7493071681863543,0.6670378434141605,-0.5608763826974559,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
458,458,7.168050173009567,0.0,-0.933145471226623,-2.146264536529766,1.2861568520377415,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,459,7.835859318161981,0.506961141549517,-0.5199642220351792,0.2190836170720536,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
460,460,5.653529340868387,-1.0725930923173193,-0.8300052052622862,-2.220685976690307,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,461,6.633334222629409,0.708102879195481,0.1802654603384831,-2.2237461213062293,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
462,462,7.489229283123715,0.0573501985761852,-1.0123924237048605,-0.1221468649492118,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463,463,7.796675471819451,-1.5612491961278083,-0.7922597454985203,-0.2230358243917677,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
464,464,8.404514048710757,1.0393951529653045,-0.5703827024285092,0.6198717374489668,-1.790132896192839,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
465,465,7.625432424759746,-1.6783846786392818,0.0424980602011415,-0.0814893444553913,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
466,466,7.571374261832214,0.1756688677796936,-1.235744845972416,0.6446489102187629,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
467,467,7.634486644195511,-0.5579068812820579,-0.3562012346266397,-0.6533960534887848,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
468,468,7.887659103917362,-1.155416160759775,-1.1398051067520183,-0.7333189547500683,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,469,7.045347565006449,-0.049136603706972,0.1259979612554019,0.8188870488792782,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
470,470,8.146084291611764,-0.1319596721494277,0.1332873907370469,1.305365580581349,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
471,471,7.418679857851909,-1.626324464189738,-1.324113531206726,0.7449545758631331,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
472,472,9.001564410747612,0.0,-0.0837397283578105,0.7432400771530172,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
473,473,7.447033773284233,0.5424567423105695,-1.1886052823833309,0.1092480366589066,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
474,474,6.699431864910897,-0.1201278052290772,-0.8931745705569539,-1.5121190558570952,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
475,475,7.085159431805358,0.3413150046646054,1.1762394659730562,-0.7378441992155544,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
476,476,6.754469591607684,-0.9850372771067228,1.011509443292521,-0.5568547087207447,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
477,477,5.116700761217401,0.8264215483989897,-0.323151062262392,0.5145299932364403,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,478,6.965038984972696,-1.5908288634286856,-0.0837397283578105,0.3624485667273336,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
479,479,7.698994946954528,1.5718291643810918,-1.1173185821444809,0.7466943959293099,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
480,480,7.986563692353288,-0.7945442196890745,-1.2168046439804605,0.7186077596387975,1.16110210436875,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
481,481,8.022142749258602,-0.9377098094253196,0.107146354237232,1.2105280859174854,-0.577110191524809,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
482,482,8.11032762312133,1.276032491372321,-0.0837397283578105,0.8646910123062139,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
483,483,6.257007600023615,2.0096082404340727,0.9229086219921124,1.3846404833244566,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,8.006510557426722,1.619156632062495,-0.0675149639322778,0.6381037301740401,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
485,485,7.65645504027749,0.0,-0.1144304753875645,-0.6258295826160878,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,6.8498854592118095,0.8855808830007439,0.6767115199844564,-0.1145592046424653,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
487,487,4.333825921743928,0.0,1.2515102727449658,-0.9981658749968072,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
488,488,7.367039661834904,-0.4644351326112864,-0.7071567227022985,0.1250116881501812,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
489,489,3.662294176562681,0.0,2.512106200918631,-2.2827945351315297,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,490,5.029145583415352,0.0,0.5707662526175669,0.3620171558163696,1.2861568520377415,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
491,491,8.156833983188786,0.0,-0.8226540383382784,1.3127883706809351,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,8.357834345942225,-1.028815184712021,-1.1081870009429664,0.849114584889022,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
493,493,6.595846631994045,0.3058194039035529,-0.2429346944711772,1.2753027301779618,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,494,7.244117366680038,-1.468960634149072,0.3578169484460216,0.0558381998086627,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
495,495,7.757033177798801,0.5661204761512711,-0.0864689947830415,0.6719943925693338,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
496,496,7.762146096199516,1.276032491372321,0.3803334697769668,0.8617752928452025,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,497,8.867253378006046,0.0,0.6168509245942785,0.8649978773409293,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
498,498,6.961890371633309,0.7435984799565336,0.5958114033508569,-0.6813637839572562,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
499,499,7.169588633311009,1.5008379628589867,-0.0837397283578105,0.0404370403446031,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
500,500,7.754181330883306,-0.1674552729104803,-0.0837397283578105,-0.1150701548579182,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
501,501,8.430697783110052,-0.9377098094253196,-0.8992598839601889,0.9792085552002524,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
502,502,6.269690046788008,-0.4644351326112864,3.2577784161086107,1.4222713632281394,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
503,503,7.533996551687948,0.7435984799565336,-0.0981043380621602,-0.943556806774594,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
504,504,7.964592341170955,0.0,-0.8917644167928657,-0.2997242438210494,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,505,6.012417492926205,-0.8667186079032145,-0.0837397283578105,-1.9945321284449484,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,506,7.692029447441292,-0.3567651436360938,-0.551502247672233,0.9053289742973116,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,507,7.380824330017951,-0.6762255504855662,0.3989322384760159,0.2677451203322323,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
508,508,7.608066337581491,-0.8193911402218114,-0.6208441466650787,-0.7930043230754279,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
509,509,4.573423552187509,0.0,0.3619618513685116,-0.5053327516650683,1.2861568520377415,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510,510,6.654141179912733,1.8676258373898629,1.624801994047203,0.8254719330128353,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,7.785113064294233,-0.7235530181669694,-0.8887850773884004,0.0489342355116741,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
512,512,8.38510035214892,-1.6949492923277727,-0.0893807697482575,1.3863941818482752,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,513,5.396867745777313,1.26420062445197,1.8794860144318355,-2.2644728773823397,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
514,514,6.593114394715829,1.5363335636200397,0.2458945159174039,-1.7703376851883628,1.16110210436875,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,515,7.240305118767118,1.299696225213023,-1.125965414654317,-0.3038981714281168,-0.2580434851395525,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
516,516,8.568548291893752,-1.5375854622871068,-1.3176947248197215,0.5118292380146409,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
517,517,5.923849297692414,-0.7235530181669694,-1.1554538351717911,-1.8764510016124096,-1.790132896192839,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,518,8.09399332808993,0.0,0.1784842458747842,-0.4290214179142986,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,519,8.583987279349381,0.0,-0.214145287886522,1.176999290302241,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
520,520,5.719015198708535,-1.4725101942251773,-0.0837397283578105,-2.1711676721848043,1.16110210436875,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
521,521,5.753390082405351,1.2405368906112688,4.67124737210847,0.4292840343225399,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
